Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FS","Suite of Food Security Indicators","051","Armenia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20192021","2019-2021","g/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","051","Armenia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20192021","2019-2021","g/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","051","Armenia","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2020","2020","I$","12619.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","051","Armenia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","index","-0.57","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","036","Australia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20192021","2019-2021","g/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","036","Australia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20192021","2019-2021","g/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","036","Australia","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2020","2020","I$","48678.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","036","Australia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","index","0.85","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","040","Austria","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20192021","2019-2021","g/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","040","Austria","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20192021","2019-2021","g/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","040","Austria","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2020","2020","I$","51857.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","040","Austria","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","index","0.85","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20192021","2019-2021","g/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20192021","2019-2021","g/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2020","2020","I$","13726.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","index","-0.73","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","044","Bahamas","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20192021","2019-2021","g/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","044","Bahamas","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20192021","2019-2021","g/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","044","Bahamas","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2020","2020","I$","27555.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","044","Bahamas","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","index","0.85","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","048","Bahrain","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20192021","2019-2021","g/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","048","Bahrain","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20192021","2019-2021","g/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","048","Bahrain","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2020","2020","I$","41545.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","048","Bahrain","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","index","-0.59","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","050","Bangladesh","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20192021","2019-2021","g/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","050","Bangladesh","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20192021","2019-2021","g/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","050","Bangladesh","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2020","2020","I$","5684.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","050","Bangladesh","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","index","-0.92","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","052","Barbados","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20192021","2019-2021","g/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","052","Barbados","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20192021","2019-2021","g/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","052","Barbados","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2020","2020","I$","13316.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","052","Barbados","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","index","1.13","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","112","Belarus","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20192021","2019-2021","g/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","112","Belarus","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20192021","2019-2021","g/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","112","Belarus","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2020","2020","I$","19186.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","112","Belarus","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","index","-0.73","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","056","Belgium","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20192021","2019-2021","g/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","056","Belgium","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20192021","2019-2021","g/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","056","Belgium","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2020","2020","I$","48752.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","056","Belgium","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","index","0.59","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","084","Belize","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20192021","2019-2021","g/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","084","Belize","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20192021","2019-2021","g/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","084","Belize","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2020","2020","I$","5845.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","084","Belize","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","index","0.51","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","204","Benin","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20192021","2019-2021","g/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","204","Benin","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20192021","2019-2021","g/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","204","Benin","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2020","2020","I$","3323.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","204","Benin","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","index","-0.44","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","060","Bermuda","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20192021","2019-2021","g/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20192021","2019-2021","g/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2020","2020","I$","76105.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","060","Bermuda","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","index","1.01","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","064","Bhutan","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20192021","2019-2021","g/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","064","Bhutan","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20192021","2019-2021","g/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","064","Bhutan","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2020","2020","I$","10551.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","064","Bhutan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","index","1.02","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","068","Bolivia (Plurinational State of)","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20192021","2019-2021","g/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","068","Bolivia (Plurinational State of)","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20192021","2019-2021","g/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","068","Bolivia (Plurinational State of)","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2020","2020","I$","7853.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","068","Bolivia (Plurinational State of)","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","index","-0.47","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","070","Bosnia and Herzegovina","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20192021","2019-2021","g/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","070","Bosnia and Herzegovina","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20192021","2019-2021","g/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","070","Bosnia and Herzegovina","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2020","2020","I$","14520.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","070","Bosnia and Herzegovina","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","index","-0.51","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","072","Botswana","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20192021","2019-2021","g/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","072","Botswana","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20192021","2019-2021","g/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","072","Botswana","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2020","2020","I$","14667.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","072","Botswana","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","index","1.09","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","076","Brazil","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20192021","2019-2021","g/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","076","Brazil","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20192021","2019-2021","g/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","076","Brazil","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2020","2020","I$","14064","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","076","Brazil","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","index","-0.42","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","096","Brunei Darussalam","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20192021","2019-2021","g/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","096","Brunei Darussalam","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20192021","2019-2021","g/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","096","Brunei Darussalam","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2020","2020","I$","62200.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","096","Brunei Darussalam","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","index","1.12","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","100","Bulgaria","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20192021","2019-2021","g/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","100","Bulgaria","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20192021","2019-2021","g/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","100","Bulgaria","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2020","2020","I$","22379.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","100","Bulgaria","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","index","0.47","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","854","Burkina Faso","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20192021","2019-2021","g/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","854","Burkina Faso","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20192021","2019-2021","g/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","854","Burkina Faso","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2020","2020","I$","2155.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","854","Burkina Faso","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","index","-1.55","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","108","Burundi","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20192021","2019-2021","g/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","108","Burundi","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20192021","2019-2021","g/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","108","Burundi","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2020","2020","I$","731.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","108","Burundi","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","index","-1.41","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","132","Cabo Verde","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20192021","2019-2021","g/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","132","Cabo Verde","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20192021","2019-2021","g/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","132","Cabo Verde","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2020","2020","I$","6045.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","132","Cabo Verde","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","index","0.88","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","116","Cambodia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20192021","2019-2021","g/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","116","Cambodia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20192021","2019-2021","g/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","116","Cambodia","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2020","2020","I$","4193.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","116","Cambodia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","index","-0.24","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","120","Cameroon","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20192021","2019-2021","g/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","120","Cameroon","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20192021","2019-2021","g/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","120","Cameroon","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2020","2020","I$","3666.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","120","Cameroon","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","index","-1.53","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","124","Canada","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20192021","2019-2021","g/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","124","Canada","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20192021","2019-2021","g/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","124","Canada","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2020","2020","I$","46064.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","124","Canada","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","index","1.11","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","140","Central African Republic","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20192021","2019-2021","g/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","140","Central African Republic","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20192021","2019-2021","g/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","140","Central African Republic","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2020","2020","I$","937.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","140","Central African Republic","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","index","-2.18","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","148","Chad","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20192021","2019-2021","g/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","148","Chad","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20192021","2019-2021","g/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","148","Chad","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2020","2020","I$","1509","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","148","Chad","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","index","-1.26","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","152","Chile","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20192021","2019-2021","g/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","152","Chile","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20192021","2019-2021","g/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","152","Chile","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2020","2020","I$","23239.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","152","Chile","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","index","0.07","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","159","China","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20192021","2019-2021","g/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","159","China","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20192021","2019-2021","g/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","159","China","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2020","2020","I$","16517","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","344","China, Hong Kong SAR","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20192021","2019-2021","g/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","344","China, Hong Kong SAR","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20192021","2019-2021","g/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","344","China, Hong Kong SAR","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2020","2020","I$","55917.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","344","China, Hong Kong SAR","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","index","0.09","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","446","China, Macao SAR","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20192021","2019-2021","g/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","446","China, Macao SAR","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20192021","2019-2021","g/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","446","China, Macao SAR","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2020","2020","I$","57729","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","446","China, Macao SAR","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","index","1.15","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","156","China, mainland","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20192021","2019-2021","g/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","156","China, mainland","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20192021","2019-2021","g/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","158","China, Taiwan Province of","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20192021","2019-2021","g/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","158","China, Taiwan Province of","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20192021","2019-2021","g/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","158","China, Taiwan Province of","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","index","0.77","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","170","Colombia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20192021","2019-2021","g/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","170","Colombia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20192021","2019-2021","g/capita/day","","O","Missing value",""
