Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"MK","Macro Indicators","012","Algeria","6129","Annual growth US$","22011","Gross National Income","2020","2020","%","-14.784355","X","Figure from international organizations",""
"MK","Macro Indicators","020","Andorra","6110","Value US$","22008","Gross Domestic Product","2020","2020","millions","2890.997547","X","Figure from international organizations",""
"MK","Macro Indicators","020","Andorra","6119","Value US$ per capita","22008","Gross Domestic Product","2020","2020","US$","37207.175637","X","Figure from international organizations",""
"MK","Macro Indicators","020","Andorra","6129","Annual growth US$","22008","Gross Domestic Product","2020","2020","%","-8.37216","X","Figure from international organizations",""
"MK","Macro Indicators","020","Andorra","6110","Value US$","22011","Gross National Income","2020","2020","millions","2890.997547","X","Figure from international organizations",""
"MK","Macro Indicators","020","Andorra","6119","Value US$ per capita","22011","Gross National Income","2020","2020","US$","37207.175637","X","Figure from international organizations",""
"MK","Macro Indicators","020","Andorra","6129","Annual growth US$","22011","Gross National Income","2020","2020","%","-8.37216","X","Figure from international organizations",""
"MK","Macro Indicators","024","Angola","6110","Value US$","22008","Gross Domestic Product","2020","2020","millions","58506.67832","X","Figure from international organizations",""
"MK","Macro Indicators","024","Angola","6119","Value US$ per capita","22008","Gross Domestic Product","2020","2020","US$","1750.204252","X","Figure from international organizations",""
"MK","Macro Indicators","024","Angola","6129","Annual growth US$","22008","Gross Domestic Product","2020","2020","%","-29.625968","X","Figure from international organizations",""
"MK","Macro Indicators","024","Angola","6110","Value US$","22011","Gross National Income","2020","2020","millions","53325.62687","X","Figure from international organizations",""
"MK","Macro Indicators","024","Angola","6119","Value US$ per capita","22011","Gross National Income","2020","2020","US$","1595.215137","X","Figure from international organizations",""
"MK","Macro Indicators","024","Angola","6129","Annual growth US$","22011","Gross National Income","2020","2020","%","-29.142735","X","Figure from international organizations",""
"MK","Macro Indicators","660","Anguilla","6110","Value US$","22008","Gross Domestic Product","2020","2020","millions","258.440741","X","Figure from international organizations",""
"MK","Macro Indicators","660","Anguilla","6119","Value US$ per capita","22008","Gross Domestic Product","2020","2020","US$","16582.659012","X","Figure from international organizations",""
"MK","Macro Indicators","660","Anguilla","6129","Annual growth US$","22008","Gross Domestic Product","2020","2020","%","-31.398881","X","Figure from international organizations",""
"MK","Macro Indicators","660","Anguilla","6110","Value US$","22011","Gross National Income","2020","2020","millions","232.834621","X","Figure from international organizations",""
"MK","Macro Indicators","660","Anguilla","6119","Value US$ per capita","22011","Gross National Income","2020","2020","US$","14939.661258","X","Figure from international organizations",""
"MK","Macro Indicators","660","Anguilla","6129","Annual growth US$","22011","Gross National Income","2020","2020","%","-31.398881","X","Figure from international organizations",""
"MK","Macro Indicators","028","Antigua and Barbuda","6110","Value US$","22008","Gross Domestic Product","2020","2020","millions","1370.351852","X","Figure from international organizations",""
"MK","Macro Indicators","028","Antigua and Barbuda","6119","Value US$ per capita","22008","Gross Domestic Product","2020","2020","US$","14788.395191","X","Figure from international organizations",""
"MK","Macro Indicators","028","Antigua and Barbuda","6129","Annual growth US$","22008","Gross Domestic Product","2020","2020","%","-18.795568","X","Figure from international organizations",""
"MK","Macro Indicators","028","Antigua and Barbuda","6110","Value US$","22011","Gross National Income","2020","2020","millions","1324.430463","X","Figure from international organizations",""
"MK","Macro Indicators","028","Antigua and Barbuda","6119","Value US$ per capita","22011","Gross National Income","2020","2020","US$","14292.826373","X","Figure from international organizations",""
"MK","Macro Indicators","028","Antigua and Barbuda","6129","Annual growth US$","22011","Gross National Income","2020","2020","%","-18.997358","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6110","Value US$","22008","Gross Domestic Product","2020","2020","millions","385540.4068","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6119","Value US$ per capita","22008","Gross Domestic Product","2020","2020","US$","8560.70994","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6129","Annual growth US$","22008","Gross Domestic Product","2020","2020","%","-13.894724","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6110","Value US$","22011","Gross National Income","2020","2020","millions","379419.0048","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6119","Value US$ per capita","22011","Gross National Income","2020","2020","US$","8424.787619","X","Figure from international organizations",""
"MK","Macro Indicators","032","Argentina","6129","Annual growth US$","22011","Gross National Income","2020","2020","%","-12.779063","X","Figure from international organizations",""
"MK","Macro Indicators","051","Armenia","6110","Value US$","22008","Gross Domestic Product","2020","2020","millions","12641.69859","X","Figure from international organizations",""
"MK","Macro Indicators","051","Armenia","6119","Value US$ per capita","22008","Gross Domestic Product","2020","2020","US$","4505.867744","X","Figure from international organizations",""
"MK","Macro Indicators","051","Armenia","6129","Annual growth US$","22008","Gross Domestic Product","2020","2020","%","-7.177995","X","Figure from international organizations",""
"MK","Macro Indicators","051","Armenia","6110","Value US$","22011","Gross National Income","2020","2020","millions","12807.86413","X","Figure from international organizations",""
"MK","Macro Indicators","051","Armenia","6119","Value US$ per capita","22011","Gross National Income","2020","2020","US$","4565.093958","X","Figure from international organizations",""
"MK","Macro Indicators","051","Armenia","6129","Annual growth US$","22011","Gross National Income","2020","2020","%","-7.177995","X","Figure from international organizations",""
"MK","Macro Indicators","533","Aruba","6110","Value US$","22008","Gross Domestic Product","2020","2020","millions","2610.038937","X","Figure from international organizations",""
"MK","Macro Indicators","533","Aruba","6119","Value US$ per capita","22008","Gross Domestic Product","2020","2020","US$","24487.863555","X","Figure from international organizations",""
"MK","Macro Indicators","533","Aruba","6129","Annual growth US$","22008","Gross Domestic Product","2020","2020","%","-22.527101","X","Figure from international organizations",""
"MK","Macro Indicators","533","Aruba","6110","Value US$","22011","Gross National Income","2020","2020","millions","2538.845439","X","Figure from international organizations",""
"MK","Macro Indicators","533","Aruba","6119","Value US$ per capita","22011","Gross National Income","2020","2020","US$","23819.913112","X","Figure from international organizations",""
"MK","Macro Indicators","533","Aruba","6129","Annual growth US$","22011","Gross National Income","2020","2020","%","-20.980755","X","Figure from international organizations",""
"MK","Macro Indicators","036","Australia","6110","Value US$","22008","Gross Domestic Product","2020","2020","millions","1431725.488","X","Figure from international organizations",""
"MK","Macro Indicators","036","Australia","6119","Value US$ per capita","22008","Gross Domestic Product","2020","2020","US$","55774.158298","X","Figure from international organizations",""
"MK","Macro Indicators","036","Australia","6129","Annual growth US$","22008","Gross Domestic Product","2020","2020","%","4.045297","X","Figure from international organizations",""
"MK","Macro Indicators","036","Australia","6110","Value US$","22011","Gross National Income","2020","2020","millions","1415855.805","X","Figure from international organizations",""
"MK","Macro Indicators","036","Australia","6119","Value US$ per capita","22011","Gross National Income","2020","2020","US$","55155.940477","X","Figure from international organizations",""
"MK","Macro Indicators","036","Australia","6129","Annual growth US$","22011","Gross National Income","2020","2020","%","5.258694","X","Figure from international organizations",""
"MK","Macro Indicators","040","Austria","6110","Value US$","22008","Gross Domestic Product","2020","2020","millions","435225.238","X","Figure from international organizations",""
"MK","Macro Indicators","040","Austria","6119","Value US$ per capita","22008","Gross Domestic Product","2020","2020","US$","48859.018137","X","Figure from international organizations",""
"MK","Macro Indicators","040","Austria","6129","Annual growth US$","22008","Gross Domestic Product","2020","2020","%","-2.113246","X","Figure from international organizations",""
"MK","Macro Indicators","040","Austria","6110","Value US$","22011","Gross National Income","2020","2020","millions","439084.3988","X","Figure from international organizations",""
"MK","Macro Indicators","040","Austria","6119","Value US$ per capita","22011","Gross National Income","2020","2020","US$","49292.25314","X","Figure from international organizations",""
"MK","Macro Indicators","040","Austria","6129","Annual growth US$","22011","Gross National Income","2020","2020","%","-0.961697","X","Figure from international organizations",""
"MK","Macro Indicators","031","Azerbaijan","6110","Value US$","22008","Gross Domestic Product","2020","2020","millions","42693","X","Figure from international organizations",""
"MK","Macro Indicators","031","Azerbaijan","6119","Value US$ per capita","22008","Gross Domestic Product","2020","2020","US$","4151.016373","X","Figure from international organizations",""
"MK","Macro Indicators","031","Azerbaijan","6129","Annual growth US$","22008","Gross Domestic Product","2020","2020","%","-11.377939","X","Figure from international organizations",""
"MK","Macro Indicators","031","Azerbaijan","6110","Value US$","22011","Gross National Income","2020","2020","millions","42422.88235","X","Figure from international organizations",""
"MK","Macro Indicators","031","Azerbaijan","6119","Value US$ per capita","22011","Gross National Income","2020","2020","US$","4124.752986","X","Figure from international organizations",""
"MK","Macro Indicators","031","Azerbaijan","6129","Annual growth US$","22011","Gross National Income","2020","2020","%","-8.410559","X","Figure from international organizations",""
"MK","Macro Indicators","044","Bahamas","6110","Value US$","22008","Gross Domestic Product","2020","2020","millions","9699.51","X","Figure from international organizations",""
"MK","Macro Indicators","044","Bahamas","6119","Value US$ per capita","22008","Gross Domestic Product","2020","2020","US$","23862.735595","X","Figure from international organizations",""
"MK","Macro Indicators","044","Bahamas","6129","Annual growth US$","22008","Gross Domestic Product","2020","2020","%","-26.478761","X","Figure from international organizations",""
"MK","Macro Indicators","044","Bahamas","6110","Value US$","22011","Gross National Income","2020","2020","millions","9210.95","X","Figure from international organizations",""
"MK","Macro Indicators","044","Bahamas","6119","Value US$ per capita","22011","Gross National Income","2020","2020","US$","22660.780228","X","Figure from international organizations",""
"MK","Macro Indicators","044","Bahamas","6129","Annual growth US$","22011","Gross National Income","2020","2020","%","-27.159679","X","Figure from international organizations",""
"MK","Macro Indicators","048","Bahrain","6110","Value US$","22008","Gross Domestic Product","2020","2020","millions","34723.35106","X","Figure from international organizations",""
"MK","Macro Indicators","048","Bahrain","6119","Value US$ per capita","22008","Gross Domestic Product","2020","2020","US$","23501.91514","X","Figure from international organizations",""
"MK","Macro Indicators","048","Bahrain","6129","Annual growth US$","22008","Gross Domestic Product","2020","2020","%","-10.167542","X","Figure from international organizations",""
"MK","Macro Indicators","048","Bahrain","6110","Value US$","22011","Gross National Income","2020","2020","millions","32264.30851","X","Figure from international organizations",""
"MK","Macro Indicators","048","Bahrain","6119","Value US$ per capita","22011","Gross National Income","2020","2020","US$","21837.55362","X","Figure from international organizations",""
"MK","Macro Indicators","048","Bahrain","6129","Annual growth US$","22011","Gross National Income","2020","2020","%","-11.343652","X","Figure from international organizations",""
"MK","Macro Indicators","050","Bangladesh","6110","Value US$","22008","Gross Domestic Product","2020","2020","millions","373561.6189","X","Figure from international organizations",""
"MK","Macro Indicators","050","Bangladesh","6119","Value US$ per capita","22008","Gross Domestic Product","2020","2020","US$","2231.271634","X","Figure from international organizations",""
"MK","Macro Indicators","050","Bangladesh","6129","Annual growth US$","22008","Gross Domestic Product","2020","2020","%","6.892618","X","Figure from international organizations",""
"MK","Macro Indicators","050","Bangladesh","6110","Value US$","22011","Gross National Income","2020","2020","millions","389024.0439","X","Figure from international organizations",""
"MK","Macro Indicators","050","Bangladesh","6119","Value US$ per capita","22011","Gross National Income","2020","2020","US$","2323.628205","X","Figure from international organizations",""
"MK","Macro Indicators","050","Bangladesh","6129","Annual growth US$","22011","Gross National Income","2020","2020","%","6.936821","X","Figure from international organizations",""
"MK","Macro Indicators","052","Barbados","6110","Value US$","22008","Gross Domestic Product","2020","2020","millions","4671.8","X","Figure from international organizations",""
"MK","Macro Indicators","052","Barbados","6119","Value US$ per capita","22008","Gross Domestic Product","2020","2020","US$","16643.806579","X","Figure from international organizations",""
"MK","Macro Indicators","052","Barbados","6129","Annual growth US$","22008","Gross Domestic Product","2020","2020","%","-12.254308","X","Figure from international organizations",""
"MK","Macro Indicators","052","Barbados","6110","Value US$","22011","Gross National Income","2020","2020","millions","4604.555273","X","Figure from international organizations",""
"MK","Macro Indicators","052","Barbados","6119","Value US$ per capita","22011","Gross National Income","2020","2020","US$","16404.239767","X","Figure from international organizations",""
"MK","Macro Indicators","052","Barbados","6129","Annual growth US$","22011","Gross National Income","2020","2020","%","-8.935002","X","Figure from international organizations",""
"MK","Macro Indicators","112","Belarus","6110","Value US$","22008","Gross Domestic Product","2020","2020","millions","61371.66843","X","Figure from international organizations",""
"MK","Macro Indicators","112","Belarus","6119","Value US$ per capita","22008","Gross Domestic Product","2020","2020","US$","6370.492501","X","Figure from international organizations",""
"MK","Macro Indicators","112","Belarus","6129","Annual growth US$","22008","Gross Domestic Product","2020","2020","%","-4.717424","X","Figure from international organizations",""
"MK","Macro Indicators","112","Belarus","6110","Value US$","22011","Gross National Income","2020","2020","millions","58875.118","X","Figure from international organizations",""
"MK","Macro Indicators","112","Belarus","6119","Value US$ per capita","22011","Gross National Income","2020","2020","US$","6111.345957","X","Figure from international organizations",""
"MK","Macro Indicators","112","Belarus","6129","Annual growth US$","22011","Gross National Income","2020","2020","%","-5.799541","X","Figure from international organizations",""
"MK","Macro Indicators","056","Belgium","6110","Value US$","22008","Gross Domestic Product","2020","2020","millions","525211.8107","X","Figure from international organizations",""
"MK","Macro Indicators","056","Belgium","6119","Value US$ per capita","22008","Gross Domestic Product","2020","2020","US$","45426.800422","X","Figure from international organizations",""
"MK","Macro Indicators","056","Belgium","6129","Annual growth US$","22008","Gross Domestic Product","2020","2020","%","-1.981794","X","Figure from international organizations",""
"MK","Macro Indicators","056","Belgium","6110","Value US$","22011","Gross National Income","2020","2020","millions","530570.4237","X","Figure from international organizations",""
"MK","Macro Indicators","056","Belgium","6119","Value US$ per capita","22011","Gross National Income","2020","2020","US$","45890.27942","X","Figure from international organizations",""
"MK","Macro Indicators","056","Belgium","6129","Annual growth US$","22011","Gross National Income","2020","2020","%","-1.93046","X","Figure from international organizations",""
"MK","Macro Indicators","084","Belize","6110","Value US$","22008","Gross Domestic Product","2020","2020","millions","2080.159837","X","Figure from international organizations",""
"MK","Macro Indicators","084","Belize","6119","Value US$ per capita","22008","Gross Domestic Product","2020","2020","US$","5267.280892","X","Figure from international organizations",""
"MK","Macro Indicators","084","Belize","6129","Annual growth US$","22008","Gross Domestic Product","2020","2020","%","-13.923853","X","Figure from international organizations",""
"MK","Macro Indicators","084","Belize","6110","Value US$","22011","Gross National Income","2020","2020","millions","2003.218025","X","Figure from international organizations",""
"MK","Macro Indicators","084","Belize","6119","Value US$ per capita","22011","Gross National Income","2020","2020","US$","5072.452528","X","Figure from international organizations",""
"MK","Macro Indicators","084","Belize","6129","Annual growth US$","22011","Gross National Income","2020","2020","%","-9.503706","X","Figure from international organizations",""
"MK","Macro Indicators","204","Benin","6110","Value US$","22008","Gross Domestic Product","2020","2020","millions","15686.74189","X","Figure from international organizations",""
"MK","Macro Indicators","204","Benin","6119","Value US$ per capita","22008","Gross Domestic Product","2020","2020","US$","1240.733155","X","Figure from international organizations",""
"MK","Macro Indicators","204","Benin","6129","Annual growth US$","22008","Gross Domestic Product","2020","2020","%","8.998637","X","Figure from international organizations",""
"MK","Macro Indicators","204","Benin","6110","Value US$","22011","Gross National Income","2020","2020","millions","15523.66803","X","Figure from international organizations",""
"MK","Macro Indicators","204","Benin","6119","Value US$ per capita","22011","Gross National Income","2020","2020","US$","1227.834929","X","Figure from international organizations",""
"MK","Macro Indicators","204","Benin","6129","Annual growth US$","22011","Gross National Income","2020","2020","%","8.951769","X","Figure from international organizations",""
"MK","Macro Indicators","060","Bermuda","6110","Value US$","22008","Gross Domestic Product","2020","2020","millions","6881.66","X","Figure from international organizations",""
"MK","Macro Indicators","060","Bermuda","6119","Value US$ per capita","22008","Gross Domestic Product","2020","2020","US$","107473.879839","X","Figure from international organizations",""
"MK","Macro Indicators","060","Bermuda","6129","Annual growth US$","22008","Gross Domestic Product","2020","2020","%","-7.298558","X","Figure from international organizations",""
"MK","Macro Indicators","060","Bermuda","6110","Value US$","22011","Gross National Income","2020","2020","millions","6878.859","X","Figure from international organizations",""
"MK","Macro Indicators","060","Bermuda","6119","Value US$ per capita","22011","Gross National Income","2020","2020","US$","107430.135403","X","Figure from international organizations",""
"MK","Macro Indicators","060","Bermuda","6129","Annual growth US$","22011","Gross National Income","2020","2020","%","-6.080879","X","Figure from international organizations",""
"MK","Macro Indicators","064","Bhutan","6110","Value US$","22008","Gross Domestic Product","2020","2020","millions","2315.437338","X","Figure from international organizations",""
"MK","Macro Indicators","064","Bhutan","6119","Value US$ per capita","22008","Gross Domestic Product","2020","2020","US$","2997.306607","X","Figure from international organizations",""
"MK","Macro Indicators","064","Bhutan","6129","Annual growth US$","22008","Gross Domestic Product","2020","2020","%","-8.685347","X","Figure from international organizations",""
"MK","Macro Indicators","064","Bhutan","6110","Value US$","22011","Gross National Income","2020","2020","millions","2172.582746","X","Figure from international organizations",""
"MK","Macro Indicators","064","Bhutan","6119","Value US$ per capita","22011","Gross National Income","2020","2020","US$","2812.383005","X","Figure from international organizations",""
"MK","Macro Indicators","064","Bhutan","6129","Annual growth US$","22011","Gross National Income","2020","2020","%","-5.79056","X","Figure from international organizations",""
"MK","Macro Indicators","068","Bolivia (Plurinational State of)","6110","Value US$","22008","Gross Domestic Product","2020","2020","millions","36629.84381","X","Figure from international organizations",""
"MK","Macro Indicators","068","Bolivia (Plurinational State of)","6119","Value US$ per capita","22008","Gross Domestic Product","2020","2020","US$","3068.812555","X","Figure from international organizations",""
"MK","Macro Indicators","068","Bolivia (Plurinational State of)","6129","Annual growth US$","22008","Gross Domestic Product","2020","2020","%","-10.430237","X","Figure from international organizations",""
"MK","Macro Indicators","068","Bolivia (Plurinational State of)","6110","Value US$","22011","Gross National Income","2020","2020","millions","35765.38594","X","Figure from international organizations",""
"MK","Macro Indicators","068","Bolivia (Plurinational State of)","6119","Value US$ per capita","22011","Gross National Income","2020","2020","US$","2996.389119","X","Figure from international organizations",""
"MK","Macro Indicators","068","Bolivia (Plurinational State of)","6129","Annual growth US$","22011","Gross National Income","2020","2020","%","-10.430237","X","Figure from international organizations",""
"MK","Macro Indicators","070","Bosnia and Herzegovina","6110","Value US$","22008","Gross Domestic Product","2020","2020","millions","19950.814","X","Figure from international organizations",""
"MK","Macro Indicators","070","Bosnia and Herzegovina","6119","Value US$ per capita","22008","Gross Domestic Product","2020","2020","US$","6012.166078","X","Figure from international organizations",""
"MK","Macro Indicators","070","Bosnia and Herzegovina","6129","Annual growth US$","22008","Gross Domestic Product","2020","2020","%","-1.246481","X","Figure from international organizations",""
"MK","Macro Indicators","070","Bosnia and Herzegovina","6110","Value US$","22011","Gross National Income","2020","2020","millions","19778.41754","X","Figure from international organizations",""
"MK","Macro Indicators","070","Bosnia and Herzegovina","6119","Value US$ per capita","22011","Gross National Income","2020","2020","US$","5960.214507","X","Figure from international organizations",""
"MK","Macro Indicators","070","Bosnia and Herzegovina","6129","Annual growth US$","22011","Gross National Income","2020","2020","%","-1.777009","X","Figure from international organizations",""
"MK","Macro Indicators","072","Botswana","6110","Value US$","22008","Gross Domestic Product","2020","2020","millions","14930.0185","X","Figure from international organizations",""
"MK","Macro Indicators","072","Botswana","6119","Value US$ per capita","22008","Gross Domestic Product","2020","2020","US$","5863.182051","X","Figure from international organizations",""
"MK","Macro Indicators","072","Botswana","6129","Annual growth US$","22008","Gross Domestic Product","2020","2020","%","-10.577149","X","Figure from international organizations",""
"MK","Macro Indicators","072","Botswana","6110","Value US$","22011","Gross National Income","2020","2020","millions","14681.28068","X","Figure from international organizations",""
"MK","Macro Indicators","072","Botswana","6119","Value US$ per capita","22011","Gross National Income","2020","2020","US$","5765.49998","X","Figure from international organizations",""
"MK","Macro Indicators","072","Botswana","6129","Annual growth US$","22011","Gross National Income","2020","2020","%","-7.197524","X","Figure from international organizations",""
"MK","Macro Indicators","076","Brazil","6110","Value US$","22008","Gross Domestic Product","2020","2020","millions","1448565.667","X","Figure from international organizations",""
"MK","Macro Indicators","076","Brazil","6119","Value US$ per capita","22008","Gross Domestic Product","2020","2020","US$","6794.515851","X","Figure from international organizations",""
"MK","Macro Indicators","076","Brazil","6129","Annual growth US$","22008","Gross Domestic Product","2020","2020","%","-23.008367","X","Figure from international organizations",""
"MK","Macro Indicators","076","Brazil","6110","Value US$","22011","Gross National Income","2020","2020","millions","1417769.767","X","Figure from international organizations",""
"MK","Macro Indicators","076","Brazil","6119","Value US$ per capita","22011","Gross National Income","2020","2020","US$","6650.067287","X","Figure from international organizations",""
"MK","Macro Indicators","076","Brazil","6129","Annual growth US$","22011","Gross National Income","2020","2020","%","-22.56625","X","Figure from international organizations",""
"MK","Macro Indicators","092","British Virgin Islands","6110","Value US$","22008","Gross Domestic Product","2020","2020","millions","1492.117304","X","Figure from international organizations",""
"MK","Macro Indicators","092","British Virgin Islands","6119","Value US$ per capita","22008","Gross Domestic Product","2020","2020","US$","48272.963572","X","Figure from international organizations",""
"MK","Macro Indicators","092","British Virgin Islands","6129","Annual growth US$","22008","Gross Domestic Product","2020","2020","%","3.702587","X","Figure from international organizations",""
"MK","Macro Indicators","092","British Virgin Islands","6110","Value US$","22011","Gross National Income","2020","2020","millions","1361.635114","X","Figure from international organizations",""
"MK","Macro Indicators","092","British Virgin Islands","6119","Value US$ per capita","22011","Gross National Income","2020","2020","US$","44051.605112","X","Figure from international organizations",""
"MK","Macro Indicators","092","British Virgin Islands","6129","Annual growth US$","22011","Gross National Income","2020","2020","%","3.697345","X","Figure from international organizations",""
"MK","Macro Indicators","096","Brunei Darussalam","6110","Value US$","22008","Gross Domestic Product","2020","2020","millions","12005.76852","X","Figure from international organizations",""
"MK","Macro Indicators","096","Brunei Darussalam","6119","Value US$ per capita","22008","Gross Domestic Product","2020","2020","US$","27179.282404","X","Figure from international organizations",""
"MK","Macro Indicators","096","Brunei Darussalam","6129","Annual growth US$","22008","Gross Domestic Product","2020","2020","%","-10.865351","X","Figure from international organizations",""
"MK","Macro Indicators","096","Brunei Darussalam","6110","Value US$","22011","Gross National Income","2020","2020","millions","12367.56677","X","Figure from international organizations",""
"MK","Macro Indicators","096","Brunei Darussalam","6119","Value US$ per capita","22011","Gross National Income","2020","2020","US$","27998.340076","X","Figure from international organizations",""
"MK","Macro Indicators","096","Brunei Darussalam","6129","Annual growth US$","22011","Gross National Income","2020","2020","%","-10.576472","X","Figure from international organizations",""
"MK","Macro Indicators","100","Bulgaria","6110","Value US$","22008","Gross Domestic Product","2020","2020","millions","70238.92018","X","Figure from international organizations",""
"MK","Macro Indicators","100","Bulgaria","6119","Value US$ per capita","22008","Gross Domestic Product","2020","2020","US$","10064.072069","X","Figure from international organizations",""
"MK","Macro Indicators","100","Bulgaria","6129","Annual growth US$","22008","Gross Domestic Product","2020","2020","%","1.922257","X","Figure from international organizations",""
"MK","Macro Indicators","100","Bulgaria","6110","Value US$","22011","Gross National Income","2020","2020","millions","67803.13575","X","Figure from international organizations",""
"MK","Macro Indicators","100","Bulgaria","6119","Value US$ per capita","22011","Gross National Income","2020","2020","US$","9715.064567","X","Figure from international organizations",""
"MK","Macro Indicators","100","Bulgaria","6129","Annual growth US$","22011","Gross National Income","2020","2020","%","1.247302","X","Figure from international organizations",""
"MK","Macro Indicators","854","Burkina Faso","6110","Value US$","22008","Gross Domestic Product","2020","2020","millions","17933.60621","X","Figure from international organizations",""
"MK","Macro Indicators","854","Burkina Faso","6119","Value US$ per capita","22008","Gross Domestic Product","2020","2020","US$","833.244336","X","Figure from international organizations",""
"MK","Macro Indicators","854","Burkina Faso","6129","Annual growth US$","22008","Gross Domestic Product","2020","2020","%","10.850705","X","Figure from international organizations",""
"MK","Macro Indicators","854","Burkina Faso","6110","Value US$","22011","Gross National Income","2020","2020","millions","17366.90052","X","Figure from international organizations",""
"MK","Macro Indicators","854","Burkina Faso","6119","Value US$ per capita","22011","Gross National Income","2020","2020","US$","806.913641","X","Figure from international organizations",""
"MK","Macro Indicators","854","Burkina Faso","6129","Annual growth US$","22011","Gross National Income","2020","2020","%","10.850705","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6110","Value US$","22008","Gross Domestic Product","2020","2020","millions","3615.133759","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6119","Value US$ per capita","22008","Gross Domestic Product","2020","2020","US$","295.831964","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6129","Annual growth US$","22008","Gross Domestic Product","2020","2020","%","7.320693","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6110","Value US$","22011","Gross National Income","2020","2020","millions","3634.04445","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6119","Value US$ per capita","22011","Gross National Income","2020","2020","US$","297.379455","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6129","Annual growth US$","22011","Gross National Income","2020","2020","%","7.573063","X","Figure from international organizations",""
"MK","Macro Indicators","132","Cabo Verde","6110","Value US$","22008","Gross Domestic Product","2020","2020","millions","1703.697924","X","Figure from international organizations",""
"MK","Macro Indicators","132","Cabo Verde","6119","Value US$ per capita","22008","Gross Domestic Product","2020","2020","US$","2924.100515","X","Figure from international organizations",""
"MK","Macro Indicators","132","Cabo Verde","6129","Annual growth US$","22008","Gross Domestic Product","2020","2020","%","-14.034805","X","Figure from international organizations",""
"MK","Macro Indicators","132","Cabo Verde","6110","Value US$","22011","Gross National Income","2020","2020","millions","1662.753927","X","Figure from international organizations",""
"MK","Macro Indicators","132","Cabo Verde","6119","Value US$ per capita","22011","Gross National Income","2020","2020","US$","2853.827281","X","Figure from international organizations",""
"MK","Macro Indicators","132","Cabo Verde","6129","Annual growth US$","22011","Gross National Income","2020","2020","%","-14.276998","X","Figure from international organizations",""
