Code Domaine,Domaine,Code zone (FAO),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"FS","Données de la sécurité alimentaire","2","Afghanistan","61211","Confidence interval: Lower bound","210401","Prévalence de l’insécurité alimentaire grave – population totale (%) (moyenne sur 3 ans)","20192021","2019-2021","%","20.1","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","2","Afghanistan","61212","Confidence interval: Upper bound","210401","Prévalence de l’insécurité alimentaire grave – population totale (%) (moyenne sur 3 ans)","20192021","2019-2021","%","25","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","2","Afghanistan","6121","Valeur","210401M","Prévalence de l’insécurité alimentaire grave – hommes adultes (%) (moyenne sur 3 ans)","20192021","2019-2021","%","17.5","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","2","Afghanistan","61211","Confidence interval: Lower bound","210401M","Prévalence de l’insécurité alimentaire grave – hommes adultes (%) (moyenne sur 3 ans)","20192021","2019-2021","%","15.2","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","2","Afghanistan","61212","Confidence interval: Upper bound","210401M","Prévalence de l’insécurité alimentaire grave – hommes adultes (%) (moyenne sur 3 ans)","20192021","2019-2021","%","19.7","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","2","Afghanistan","6121","Valeur","210401F","Prévalence de l’insécurité alimentaire grave – femmes adultes (%) (moyenne sur 3 ans)","20192021","2019-2021","%","27.8","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","2","Afghanistan","61211","Confidence interval: Lower bound","210401F","Prévalence de l’insécurité alimentaire grave – femmes adultes (%) (moyenne sur 3 ans)","20192021","2019-2021","%","25.2","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","2","Afghanistan","61212","Confidence interval: Upper bound","210401F","Prévalence de l’insécurité alimentaire grave – femmes adultes (%) (moyenne sur 3 ans)","20192021","2019-2021","%","30.4","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","2","Afghanistan","6121","Valeur","210091","Prévalence de l’insécurité alimentaire modérée ou grave – population totale (%) (moyenne sur 3 ans)","20192021","2019-2021","%","70.1","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","2","Afghanistan","61211","Confidence interval: Lower bound","210091","Prévalence de l’insécurité alimentaire modérée ou grave – population totale (%) (moyenne sur 3 ans)","20192021","2019-2021","%","67.2","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","2","Afghanistan","61212","Confidence interval: Upper bound","210091","Prévalence de l’insécurité alimentaire modérée ou grave – population totale (%) (moyenne sur 3 ans)","20192021","2019-2021","%","73","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","2","Afghanistan","6121","Valeur","210091M","Prévalence de l’insécurité alimentaire modérée ou grave – hommes adultes (%) (moyenne sur 3 ans)","20192021","2019-2021","%","62","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","2","Afghanistan","61211","Confidence interval: Lower bound","210091M","Prévalence de l’insécurité alimentaire modérée ou grave – hommes adultes (%) (moyenne sur 3 ans)","20192021","2019-2021","%","59","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","2","Afghanistan","61212","Confidence interval: Upper bound","210091M","Prévalence de l’insécurité alimentaire modérée ou grave – hommes adultes (%) (moyenne sur 3 ans)","20192021","2019-2021","%","65","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","2","Afghanistan","6121","Valeur","210091F","Prévalence de l’insécurité alimentaire modérée ou grave – femmes adultes (%) (moyenne sur 3 ans)","20192021","2019-2021","%","78.2","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","2","Afghanistan","61211","Confidence interval: Lower bound","210091F","Prévalence de l’insécurité alimentaire modérée ou grave – femmes adultes (%) (moyenne sur 3 ans)","20192021","2019-2021","%","75.5","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","2","Afghanistan","61212","Confidence interval: Upper bound","210091F","Prévalence de l’insécurité alimentaire modérée ou grave – femmes adultes (%) (moyenne sur 3 ans)","20192021","2019-2021","%","81","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","2","Afghanistan","6132","Valeur","210071","Nombre de personnes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20192021","2019-2021","millions de No","8.8","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","2","Afghanistan","61321","Confidence interval: Lower bound","210071","Nombre de personnes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20192021","2019-2021","millions de No","7.8","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","2","Afghanistan","61322","Confidence interval: Upper bound","210071","Nombre de personnes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20192021","2019-2021","millions de No","9.7","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","2","Afghanistan","6132","Valeur","210071M","Nombre de personnes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20192021","2019-2021","millions de No","1.9","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","2","Afghanistan","61321","Confidence interval: Lower bound","210071M","Nombre de personnes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20192021","2019-2021","millions de No","1.7","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","2","Afghanistan","61322","Confidence interval: Upper bound","210071M","Nombre de personnes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20192021","2019-2021","millions de No","2.2","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","2","Afghanistan","6132","Valeur","210071F","Nombre de femmes adultes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20192021","2019-2021","millions de No","3","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","2","Afghanistan","61321","Confidence interval: Lower bound","210071F","Nombre de femmes adultes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20192021","2019-2021","millions de No","2.7","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","2","Afghanistan","61322","Confidence interval: Upper bound","210071F","Nombre de femmes adultes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20192021","2019-2021","millions de No","3.3","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","2","Afghanistan","6132","Valeur","210081","Nombre de personnes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20192021","2019-2021","millions de No","27.3","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","2","Afghanistan","61321","Confidence interval: Lower bound","210081","Nombre de personnes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20192021","2019-2021","millions de No","26.2","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","2","Afghanistan","61322","Confidence interval: Upper bound","210081","Nombre de personnes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20192021","2019-2021","millions de No","28.4","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","2","Afghanistan","6132","Valeur","210081M","Nombre d’hommes adultes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20192021","2019-2021","millions de No","6.8","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","2","Afghanistan","61321","Confidence interval: Lower bound","210081M","Nombre d’hommes adultes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20192021","2019-2021","millions de No","6.4","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","2","Afghanistan","61322","Confidence interval: Upper bound","210081M","Nombre d’hommes adultes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20192021","2019-2021","millions de No","7.1","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","2","Afghanistan","6132","Valeur","210081F","Nombre de femmes adultes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20192021","2019-2021","millions de No","8.6","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","2","Afghanistan","61321","Confidence interval: Lower bound","210081F","Nombre de femmes adultes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20192021","2019-2021","millions de No","8.3","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","2","Afghanistan","61322","Confidence interval: Upper bound","210081F","Nombre de femmes adultes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20192021","2019-2021","millions de No","8.9","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","2","Afghanistan","6121","Valeur","21035","Taux de dépendance à l'égard des importations céréalières (%) (moyenne sur 3 ans)","20192021","2019-2021","%","37.7","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","2","Afghanistan","6121","Valeur","21034","Pourcentage des terres arables aménagées pour l'irrigation (%) (moyenne sur 3 ans)","20192021","2019-2021","%","4.9","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","2","Afghanistan","6121","Valeur","21033","Valeur des importations alimentaires par rapport aux exportations totales de marchandises (%) (moyenne sur 3 ans)","20192021","2019-2021","%","148","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","2","Afghanistan","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2020","2020","","-2.7","X","Chiffre de sources internationales",""
"FS","Données de la sécurité alimentaire","2","Afghanistan","6128","Valeur","21031","Variabilité des disponibilités alimentaires par habitant (Kcal/personne/jour)","2020","2020","kcal/personne/jour","33","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","2","Afghanistan","6121","Valeur","21045","Pourcentage de la population ayant accès à des services d'eau potable gérés en toute sécurité","2020","2020","%","28","X","Chiffre de sources internationales",""
"FS","Données de la sécurité alimentaire","2","Afghanistan","6121","Valeur","21047","Pourcentage de la population utilisant au moins les services d'eau de base","2020","2020","%","77","X","Chiffre de sources internationales",""
"FS","Données de la sécurité alimentaire","2","Afghanistan","6121","Valeur","21048","Pourcentage de la population utilisant au moins les services d'assainissement de base","2020","2020","%","53","X","Chiffre de sources internationales",""
"FS","Données de la sécurité alimentaire","2","Afghanistan","6121","Valeur","21026","Pourcentage des enfants de moins de 5 ans émaciés (%)","2020","2020","%","","X","Chiffre de sources internationales",""
"FS","Données de la sécurité alimentaire","2","Afghanistan","6132","Valeur","210260","Nombre d'enfants de moins de 5 ans émaciés (millions)","2020","2020","millions de No","","X","Chiffre de sources internationales",""
"FS","Données de la sécurité alimentaire","2","Afghanistan","6121","Valeur","21025","Pourcentage des enfants de moins de 5 ans présentant un retard de croissance (estimation modélisée) (%)","2020","2020","%","35.1","X","Chiffre de sources internationales",""
"FS","Données de la sécurité alimentaire","2","Afghanistan","6132","Valeur","210250","Nombre d'enfants de moins de 5 ans présentant un retard de croissance (estimation modélisée) (millions)","2020","2020","millions de No","2.2","X","Chiffre de sources internationales",""
"FS","Données de la sécurité alimentaire","2","Afghanistan","6121","Valeur","21041","Prévalence de l'excès pondéral chez l’enfant de moins de 5 ans (estimation modélisée) (%)","2020","2020","%","4","X","Chiffre de sources internationales",""
"FS","Données de la sécurité alimentaire","2","Afghanistan","6132","Valeur","210410","Nombre d'enfants de moins de 5 ans présentant un excès pondéral (estimation modélisée) (millions)","2020","2020","millions de No","0.3","X","Chiffre de sources internationales",""
"FS","Données de la sécurité alimentaire","2","Afghanistan","6121","Valeur","21042","Prévalence de l'obésité chez l'adulte (18 ans ou plus)","2020","2020","%","17.2","X","Chiffre de sources internationales",""
"FS","Données de la sécurité alimentaire","2","Afghanistan","6132","Valeur","210420","Nombre d'adultes (18 ans ou plus) obèses (millions)","2020","2020","millions de No","3.3","X","Chiffre de sources internationales",""
"FS","Données de la sécurité alimentaire","2","Afghanistan","6121","Valeur","21044","Prévalence de l'allaitement exclusif au sein du nourrisson de 0 à 5 mois","2020","2020","%","","X","Chiffre de sources internationales",""
"FS","Données de la sécurité alimentaire","2","Afghanistan","6121","Valeur","21049","Prévalence de l'insuffisance pondérale à la naissance (%)","2020","2020","%","","X","Chiffre de sources internationales",""
"FS","Données de la sécurité alimentaire","2","Afghanistan","6132","Valeur","210490","Nombre de nouveaux-nés en insuffisance pondérale (millions)","2020","2020","millions de No","","X","Chiffre de sources internationales",""
"FS","Données de la sécurité alimentaire","2","Afghanistan","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2020","2020","kcal/personne/jour","1659","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","2","Afghanistan","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2020","2020","kcal/personne/jour","2134","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","2","Afghanistan","6173","Valeur","21058","Coefficient de variation de la distribution de la consommation calorique habituelle (vraie valeur)","2020","2020","No","0.37","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","2","Afghanistan","6121","Valeur","21059","Incidence des pertes caloriques au niveau de la vente au détail (%)","2020","2020","%","2.67","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","2","Afghanistan","6123","Valeur","21061","Disponibilités moyennes de matière grasse (g/personne/jour) (moyenne sur 3 ans)","20192021","2019-2021","g/personne/jour","41.9","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","202","Afrique du Sud","6121","Valeur","21010","Suffisance des apports énergétiques alimentaires moyens (%) (moyenne sur 3 ans)","20192021","2019-2021","%","118","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","202","Afrique du Sud","6128","Valeur","220001","Disponibilité alimentaire par habitant utilisée dans l'estimation de la prévalence de la sous-alimentation (kcal/personne/jour)","2020","2020","kcal/personne/jour","2817","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","202","Afrique du Sud","6128","Valeur","22000","Disponibilité alimentaire par habitant utilisée dans l'estimation de la prévalence de la sous-alimentation (kcal/personne/jour) (moyenne sur 3 ans)","20192021","2019-2021","kcal/personne/jour","2805","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","202","Afrique du Sud","6121","Valeur","21012","Part des céréales, des racines et des tubercules dans les apports énergétiques alimentaires (%) (moyenne sur 3 ans)","20192021","2019-2021","%","47","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","202","Afrique du Sud","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20192021","2019-2021","g/personne/jour","81.4","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","202","Afrique du Sud","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20192021","2019-2021","g/personne/jour","40.6","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","202","Afrique du Sud","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2020","2020","km","1.7","X","Chiffre de sources internationales",""
"FS","Données de la sécurité alimentaire","202","Afrique du Sud","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2020","2020","Int$/cap","13671.8","X","Chiffre de sources internationales",""
"FS","Données de la sécurité alimentaire","202","Afrique du Sud","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20192021","2019-2021","%","6.9","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","202","Afrique du Sud","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20192021","2019-2021","millions de No","4.1","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","202","Afrique du Sud","6121","Valeur","210401","Prévalence de l’insécurité alimentaire grave – population totale (%) (moyenne sur 3 ans)","20192021","2019-2021","%","8","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","202","Afrique du Sud","61211","Confidence interval: Lower bound","210401","Prévalence de l’insécurité alimentaire grave – population totale (%) (moyenne sur 3 ans)","20192021","2019-2021","%","7.3","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","202","Afrique du Sud","61212","Confidence interval: Upper bound","210401","Prévalence de l’insécurité alimentaire grave – population totale (%) (moyenne sur 3 ans)","20192021","2019-2021","%","8.6","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","202","Afrique du Sud","6121","Valeur","210401M","Prévalence de l’insécurité alimentaire grave – hommes adultes (%) (moyenne sur 3 ans)","20192021","2019-2021","%","7","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","202","Afrique du Sud","61211","Confidence interval: Lower bound","210401M","Prévalence de l’insécurité alimentaire grave – hommes adultes (%) (moyenne sur 3 ans)","20192021","2019-2021","%","6.3","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","202","Afrique du Sud","61212","Confidence interval: Upper bound","210401M","Prévalence de l’insécurité alimentaire grave – hommes adultes (%) (moyenne sur 3 ans)","20192021","2019-2021","%","7.6","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","202","Afrique du Sud","6121","Valeur","210401F","Prévalence de l’insécurité alimentaire grave – femmes adultes (%) (moyenne sur 3 ans)","20192021","2019-2021","%","8.9","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","202","Afrique du Sud","61211","Confidence interval: Lower bound","210401F","Prévalence de l’insécurité alimentaire grave – femmes adultes (%) (moyenne sur 3 ans)","20192021","2019-2021","%","8.3","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","202","Afrique du Sud","61212","Confidence interval: Upper bound","210401F","Prévalence de l’insécurité alimentaire grave – femmes adultes (%) (moyenne sur 3 ans)","20192021","2019-2021","%","9.6","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","202","Afrique du Sud","6121","Valeur","210091","Prévalence de l’insécurité alimentaire modérée ou grave – population totale (%) (moyenne sur 3 ans)","20192021","2019-2021","%","19","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","202","Afrique du Sud","61211","Confidence interval: Lower bound","210091","Prévalence de l’insécurité alimentaire modérée ou grave – population totale (%) (moyenne sur 3 ans)","20192021","2019-2021","%","17.9","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","202","Afrique du Sud","61212","Confidence interval: Upper bound","210091","Prévalence de l’insécurité alimentaire modérée ou grave – population totale (%) (moyenne sur 3 ans)","20192021","2019-2021","%","20.1","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","202","Afrique du Sud","6121","Valeur","210091M","Prévalence de l’insécurité alimentaire modérée ou grave – hommes adultes (%) (moyenne sur 3 ans)","20192021","2019-2021","%","17.3","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","202","Afrique du Sud","61211","Confidence interval: Lower bound","210091M","Prévalence de l’insécurité alimentaire modérée ou grave – hommes adultes (%) (moyenne sur 3 ans)","20192021","2019-2021","%","16.2","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","202","Afrique du Sud","61212","Confidence interval: Upper bound","210091M","Prévalence de l’insécurité alimentaire modérée ou grave – hommes adultes (%) (moyenne sur 3 ans)","20192021","2019-2021","%","18.3","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","202","Afrique du Sud","6121","Valeur","210091F","Prévalence de l’insécurité alimentaire modérée ou grave – femmes adultes (%) (moyenne sur 3 ans)","20192021","2019-2021","%","20.7","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","202","Afrique du Sud","61211","Confidence interval: Lower bound","210091F","Prévalence de l’insécurité alimentaire modérée ou grave – femmes adultes (%) (moyenne sur 3 ans)","20192021","2019-2021","%","19.7","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","202","Afrique du Sud","61212","Confidence interval: Upper bound","210091F","Prévalence de l’insécurité alimentaire modérée ou grave – femmes adultes (%) (moyenne sur 3 ans)","20192021","2019-2021","%","21.8","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","202","Afrique du Sud","6132","Valeur","210071","Nombre de personnes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20192021","2019-2021","millions de No","4.7","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","202","Afrique du Sud","61321","Confidence interval: Lower bound","210071","Nombre de personnes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20192021","2019-2021","millions de No","4.3","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","202","Afrique du Sud","61322","Confidence interval: Upper bound","210071","Nombre de personnes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20192021","2019-2021","millions de No","5.1","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","202","Afrique du Sud","6132","Valeur","210071M","Nombre de personnes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20192021","2019-2021","millions de No","1.4","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","202","Afrique du Sud","61321","Confidence interval: Lower bound","210071M","Nombre de personnes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20192021","2019-2021","millions de No","1.3","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","202","Afrique du Sud","61322","Confidence interval: Upper bound","210071M","Nombre de personnes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20192021","2019-2021","millions de No","1.5","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","202","Afrique du Sud","6132","Valeur","210071F","Nombre de femmes adultes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20192021","2019-2021","millions de No","2","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","202","Afrique du Sud","61321","Confidence interval: Lower bound","210071F","Nombre de femmes adultes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20192021","2019-2021","millions de No","1.8","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","202","Afrique du Sud","61322","Confidence interval: Upper bound","210071F","Nombre de femmes adultes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20192021","2019-2021","millions de No","2.1","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","202","Afrique du Sud","6132","Valeur","210081","Nombre de personnes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20192021","2019-2021","millions de No","11.2","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","202","Afrique du Sud","61321","Confidence interval: Lower bound","210081","Nombre de personnes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20192021","2019-2021","millions de No","10.5","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","202","Afrique du Sud","61322","Confidence interval: Upper bound","210081","Nombre de personnes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20192021","2019-2021","millions de No","11.8","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","202","Afrique du Sud","6132","Valeur","210081M","Nombre d’hommes adultes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20192021","2019-2021","millions de No","3.4","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","202","Afrique du Sud","61321","Confidence interval: Lower bound","210081M","Nombre d’hommes adultes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20192021","2019-2021","millions de No","3.2","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","202","Afrique du Sud","61322","Confidence interval: Upper bound","210081M","Nombre d’hommes adultes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20192021","2019-2021","millions de No","3.7","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","202","Afrique du Sud","6132","Valeur","210081F","Nombre de femmes adultes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20192021","2019-2021","millions de No","4.5","A","Chiffre officiel","Official estimate integrated with FAO data"
