Code Domaine,Domaine,Code zone (FAO),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"OA","Séries temporelles annuelles","2","Afghanistan","551","Population rurale","3010","Population-Estimations","2003","2003","1000 No","17909.063","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","2","Afghanistan","561","Population urbaine","3010","Population-Estimations","2003","2003","1000 No","5155.788","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","2","Afghanistan","511","Population totale","3010","Population-Estimations","2004","2004","1000 No","23560.654","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","2","Afghanistan","512","Hommes","3010","Population-Estimations","2004","2004","1000 No","11851.533","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","2","Afghanistan","513","Femmes","3010","Population-Estimations","2004","2004","1000 No","11709.12","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","2","Afghanistan","551","Population rurale","3010","Population-Estimations","2004","2004","1000 No","18692.107","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","2","Afghanistan","561","Population urbaine","3010","Population-Estimations","2004","2004","1000 No","5426.872","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","2","Afghanistan","511","Population totale","3010","Population-Estimations","2005","2005","1000 No","24404.567","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","2","Afghanistan","512","Hommes","3010","Population-Estimations","2005","2005","1000 No","12284.657","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","2","Afghanistan","513","Femmes","3010","Population-Estimations","2005","2005","1000 No","12119.909","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","2","Afghanistan","551","Population rurale","3010","Population-Estimations","2005","2005","1000 No","19378.962","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","2","Afghanistan","561","Population urbaine","3010","Population-Estimations","2005","2005","1000 No","5691.836","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","2","Afghanistan","511","Population totale","3010","Population-Estimations","2006","2006","1000 No","25424.094","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","2","Afghanistan","512","Hommes","3010","Population-Estimations","2006","2006","1000 No","12805.479","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","2","Afghanistan","513","Femmes","3010","Population-Estimations","2006","2006","1000 No","12618.615","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","2","Afghanistan","551","Population rurale","3010","Population-Estimations","2006","2006","1000 No","19961.972","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","2","Afghanistan","561","Population urbaine","3010","Population-Estimations","2006","2006","1000 No","5931.478","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","2","Afghanistan","511","Population totale","3010","Population-Estimations","2007","2007","1000 No","25909.852","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","2","Afghanistan","512","Hommes","3010","Population-Estimations","2007","2007","1000 No","13056.362","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","2","Afghanistan","513","Femmes","3010","Population-Estimations","2007","2007","1000 No","12853.489","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","2","Afghanistan","551","Population rurale","3010","Population-Estimations","2007","2007","1000 No","20464.923","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","2","Afghanistan","561","Population urbaine","3010","Population-Estimations","2007","2007","1000 No","6151.869","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","2","Afghanistan","511","Population totale","3010","Population-Estimations","2008","2008","1000 No","26482.622","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","2","Afghanistan","512","Hommes","3010","Population-Estimations","2008","2008","1000 No","13350.888","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","2","Afghanistan","513","Femmes","3010","Population-Estimations","2008","2008","1000 No","13131.734","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","2","Afghanistan","551","Population rurale","3010","Population-Estimations","2008","2008","1000 No","20929.119","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","2","Afghanistan","561","Population urbaine","3010","Population-Estimations","2008","2008","1000 No","6364.912","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","2","Afghanistan","511","Population totale","3010","Population-Estimations","2009","2009","1000 No","27466.1","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","2","Afghanistan","512","Hommes","3010","Population-Estimations","2009","2009","1000 No","13853.157","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","2","Afghanistan","513","Femmes","3010","Population-Estimations","2009","2009","1000 No","13612.943","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","2","Afghanistan","551","Population rurale","3010","Population-Estimations","2009","2009","1000 No","21415.593","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","2","Afghanistan","561","Population urbaine","3010","Population-Estimations","2009","2009","1000 No","6588.738","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","2","Afghanistan","511","Population totale","3010","Population-Estimations","2010","2010","1000 No","28284.089","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","2","Afghanistan","512","Hommes","3010","Population-Estimations","2010","2010","1000 No","14272.309","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","2","Afghanistan","513","Femmes","3010","Population-Estimations","2010","2010","1000 No","14011.779","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","2","Afghanistan","551","Population rurale","3010","Population-Estimations","2010","2010","1000 No","21966.187","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","2","Afghanistan","561","Population urbaine","3010","Population-Estimations","2010","2010","1000 No","6836.98","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","2","Afghanistan","511","Population totale","3010","Population-Estimations","2011","2011","1000 No","29347.708","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","2","Afghanistan","512","Hommes","3010","Population-Estimations","2011","2011","1000 No","14815.165","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","2","Afghanistan","513","Femmes","3010","Population-Estimations","2011","2011","1000 No","14532.542","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","2","Afghanistan","551","Population rurale","3010","Population-Estimations","2011","2011","1000 No","22594.126","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","2","Afghanistan","561","Population urbaine","3010","Population-Estimations","2011","2011","1000 No","7114.473","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","2","Afghanistan","511","Population totale","3010","Population-Estimations","2012","2012","1000 No","30560.034","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","2","Afghanistan","512","Hommes","3010","Population-Estimations","2012","2012","1000 No","15432.887","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","2","Afghanistan","513","Femmes","3010","Population-Estimations","2012","2012","1000 No","15127.147","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","2","Afghanistan","551","Population rurale","3010","Population-Estimations","2012","2012","1000 No","23280.663","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","2","Afghanistan","561","Population urbaine","3010","Population-Estimations","2012","2012","1000 No","7416.295","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","2","Afghanistan","511","Population totale","3010","Population-Estimations","2013","2013","1000 No","31622.704","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","2","Afghanistan","512","Hommes","3010","Population-Estimations","2013","2013","1000 No","15974.952","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","2","Afghanistan","513","Femmes","3010","Population-Estimations","2013","2013","1000 No","15647.752","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","2","Afghanistan","551","Population rurale","3010","Population-Estimations","2013","2013","1000 No","23997.856","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","2","Afghanistan","561","Population urbaine","3010","Population-Estimations","2013","2013","1000 No","7733.832","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","2","Afghanistan","511","Population totale","3010","Population-Estimations","2014","2014","1000 No","32792.523","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","2","Afghanistan","512","Hommes","3010","Population-Estimations","2014","2014","1000 No","16570.68","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","2","Afghanistan","513","Femmes","3010","Population-Estimations","2014","2014","1000 No","16221.843","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","2","Afghanistan","551","Population rurale","3010","Population-Estimations","2014","2014","1000 No","24703.798","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","2","Afghanistan","561","Population urbaine","3010","Population-Estimations","2014","2014","1000 No","8054.222","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","2","Afghanistan","511","Population totale","3010","Population-Estimations","2015","2015","1000 No","33831.764","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","2","Afghanistan","512","Hommes","3010","Population-Estimations","2015","2015","1000 No","17099.52","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","2","Afghanistan","513","Femmes","3010","Population-Estimations","2015","2015","1000 No","16732.244","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","2","Afghanistan","551","Population rurale","3010","Population-Estimations","2015","2015","1000 No","25368.923","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","2","Afghanistan","561","Population urbaine","3010","Population-Estimations","2015","2015","1000 No","8367.571","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","2","Afghanistan","511","Population totale","3010","Population-Estimations","2016","2016","1000 No","34700.612","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","2","Afghanistan","512","Hommes","3010","Population-Estimations","2016","2016","1000 No","17541.316","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","2","Afghanistan","513","Femmes","3010","Population-Estimations","2016","2016","1000 No","17159.297","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","2","Afghanistan","551","Population rurale","3010","Population-Estimations","2016","2016","1000 No","25985.093","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","2","Afghanistan","561","Population urbaine","3010","Population-Estimations","2016","2016","1000 No","8670.939","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","2","Afghanistan","511","Population totale","3010","Population-Estimations","2017","2017","1000 No","35688.935","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","2","Afghanistan","512","Hommes","3010","Population-Estimations","2017","2017","1000 No","18038.999","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","2","Afghanistan","513","Femmes","3010","Population-Estimations","2017","2017","1000 No","17649.936","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","2","Afghanistan","551","Population rurale","3010","Population-Estimations","2017","2017","1000 No","26558.609","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","2","Afghanistan","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 No","8971.472","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","2","Afghanistan","511","Population totale","3010","Population-Estimations","2018","2018","1000 No","36743.039","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","2","Afghanistan","512","Hommes","3010","Population-Estimations","2018","2018","1000 No","18564.622","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","2","Afghanistan","513","Femmes","3010","Population-Estimations","2018","2018","1000 No","18178.417","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","2","Afghanistan","551","Population rurale","3010","Population-Estimations","2018","2018","1000 No","27099.874","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","2","Afghanistan","561","Population urbaine","3010","Population-Estimations","2018","2018","1000 No","9273.302","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","511","Population totale","3010","Population-Estimations","2000","2000","1000 No","47159.719","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","512","Hommes","3010","Population-Estimations","2000","2000","1000 No","22416.07","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","513","Femmes","3010","Population-Estimations","2000","2000","1000 No","24743.649","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","551","Population rurale","3010","Population-Estimations","2000","2000","1000 No","19713.179","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","561","Population urbaine","3010","Population-Estimations","2000","2000","1000 No","26015.136","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","511","Population totale","3010","Population-Estimations","2001","2001","1000 No","47566.8","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","512","Hommes","3010","Population-Estimations","2001","2001","1000 No","22610.218","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","513","Femmes","3010","Population-Estimations","2001","2001","1000 No","24956.582","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","551","Population rurale","3010","Population-Estimations","2001","2001","1000 No","19774.867","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","561","Population urbaine","3010","Population-Estimations","2001","2001","1000 No","26610.139","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","511","Population totale","3010","Population-Estimations","2002","2002","1000 No","48019.415","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","512","Hommes","3010","Population-Estimations","2002","2002","1000 No","22845.613","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","513","Femmes","3010","Population-Estimations","2002","2002","1000 No","25173.802","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","551","Population rurale","3010","Population-Estimations","2002","2002","1000 No","19799.101","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","561","Population urbaine","3010","Population-Estimations","2002","2002","1000 No","27227.072","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","511","Population totale","3010","Population-Estimations","2003","2003","1000 No","48500.348","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","512","Hommes","3010","Population-Estimations","2003","2003","1000 No","23107.346","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","513","Femmes","3010","Population-Estimations","2003","2003","1000 No","25393.002","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","551","Population rurale","3010","Population-Estimations","2003","2003","1000 No","19800.023","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","561","Population urbaine","3010","Population-Estimations","2003","2003","1000 No","27848.704","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","511","Population totale","3010","Population-Estimations","2004","2004","1000 No","48991.421","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","512","Hommes","3010","Population-Estimations","2004","2004","1000 No","23377.403","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","513","Femmes","3010","Population-Estimations","2004","2004","1000 No","25614.018","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","551","Population rurale","3010","Population-Estimations","2004","2004","1000 No","19784.966","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","561","Population urbaine","3010","Population-Estimations","2004","2004","1000 No","28462.429","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","511","Population totale","3010","Population-Estimations","2005","2005","1000 No","49490.033","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","512","Hommes","3010","Population-Estimations","2005","2005","1000 No","23652.461","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","513","Femmes","3010","Population-Estimations","2005","2005","1000 No","25837.572","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","551","Population rurale","3010","Population-Estimations","2005","2005","1000 No","19754.866","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","561","Population urbaine","3010","Population-Estimations","2005","2005","1000 No","29065.72","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","511","Population totale","3010","Population-Estimations","2006","2006","1000 No","49998.277","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","512","Hommes","3010","Population-Estimations","2006","2006","1000 No","23931.649","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","513","Femmes","3010","Population-Estimations","2006","2006","1000 No","26066.628","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","551","Population rurale","3010","Population-Estimations","2006","2006","1000 No","19707.664","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","561","Population urbaine","3010","Population-Estimations","2006","2006","1000 No","29656.918","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","511","Population totale","3010","Population-Estimations","2007","2007","1000 No","50528.584","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","512","Hommes","3010","Population-Estimations","2007","2007","1000 No","24219.588","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","513","Femmes","3010","Population-Estimations","2007","2007","1000 No","26308.996","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","551","Population rurale","3010","Population-Estimations","2007","2007","1000 No","19647.368","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","561","Population urbaine","3010","Population-Estimations","2007","2007","1000 No","30239.813","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","511","Population totale","3010","Population-Estimations","2008","2008","1000 No","51114.599","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","512","Hommes","3010","Population-Estimations","2008","2008","1000 No","24532.419","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","513","Femmes","3010","Population-Estimations","2008","2008","1000 No","26582.179","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","551","Population rurale","3010","Population-Estimations","2008","2008","1000 No","19583.275","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","561","Population urbaine","3010","Population-Estimations","2008","2008","1000 No","30828.854","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","511","Population totale","3010","Population-Estimations","2009","2009","1000 No","51728.516","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","512","Hommes","3010","Population-Estimations","2009","2009","1000 No","24857.423","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","513","Femmes","3010","Population-Estimations","2009","2009","1000 No","26871.093","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","551","Population rurale","3010","Population-Estimations","2009","2009","1000 No","19528.59","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","561","Population urbaine","3010","Population-Estimations","2009","2009","1000 No","31442.228","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","511","Population totale","3010","Population-Estimations","2010","2010","1000 No","52344.051","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","512","Hommes","3010","Population-Estimations","2010","2010","1000 No","25184.586","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","513","Femmes","3010","Population-Estimations","2010","2010","1000 No","27159.465","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","551","Population rurale","3010","Population-Estimations","2010","2010","1000 No","19489.852","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","561","Population urbaine","3010","Population-Estimations","2010","2010","1000 No","32094.811","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","511","Population totale","3010","Population-Estimations","2011","2011","1000 No","52995.205","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","512","Hommes","3010","Population-Estimations","2011","2011","1000 No","25530.068","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","513","Femmes","3010","Population-Estimations","2011","2011","1000 No","27465.137","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","551","Population rurale","3010","Population-Estimations","2011","2011","1000 No","19470.335","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","561","Population urbaine","3010","Population-Estimations","2011","2011","1000 No","32793.181","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","511","Population totale","3010","Population-Estimations","2012","2012","1000 No","53782.567","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","512","Hommes","3010","Population-Estimations","2012","2012","1000 No","25940.758","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","513","Femmes","3010","Population-Estimations","2012","2012","1000 No","27841.808","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","551","Population rurale","3010","Population-Estimations","2012","2012","1000 No","19465.377","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","561","Population urbaine","3010","Population-Estimations","2012","2012","1000 No","33532.836","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","511","Population totale","3010","Population-Estimations","2013","2013","1000 No","54678.791","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","512","Hommes","3010","Population-Estimations","2013","2013","1000 No","26403.121","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","513","Femmes","3010","Population-Estimations","2013","2013","1000 No","28275.671","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","551","Population rurale","3010","Population-Estimations","2013","2013","1000 No","19467.489","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","561","Population urbaine","3010","Population-Estimations","2013","2013","1000 No","34299.907","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","511","Population totale","3010","Population-Estimations","2014","2014","1000 No","55594.838","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","512","Hommes","3010","Population-Estimations","2014","2014","1000 No","26890.671","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","513","Femmes","3010","Population-Estimations","2014","2014","1000 No","28704.168","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","551","Population rurale","3010","Population-Estimations","2014","2014","1000 No","19463.91","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","561","Population urbaine","3010","Population-Estimations","2014","2014","1000 No","35075.661","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","511","Population totale","3010","Population-Estimations","2015","2015","1000 No","56723.536","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","512","Hommes","3010","Population-Estimations","2015","2015","1000 No","27529.271","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","513","Femmes","3010","Population-Estimations","2015","2015","1000 No","29194.266","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","551","Population rurale","3010","Population-Estimations","2015","2015","1000 No","19446.876","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","561","Population urbaine","3010","Population-Estimations","2015","2015","1000 No","35844.349","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","511","Population totale","3010","Population-Estimations","2016","2016","1000 No","57259.551","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","512","Hommes","3010","Population-Estimations","2016","2016","1000 No","27780.55","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","513","Femmes","3010","Population-Estimations","2016","2016","1000 No","29479.001","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","551","Population rurale","3010","Population-Estimations","2016","2016","1000 No","19414.491","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","202","Afrique du Sud","561","Population urbaine","3010","Population-Estimations","2016","2016","1000 No","36600.982","X","Chiffre de sources internationales",""
